Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical
27-08-2014 12:44,25,F,india,TN,No,Yes,Yes,Sometimes,,No,Yes,Yes,No,No,No,,Don't know,Yes,Yes,Some of them,Some of them,No,No,Don't know
27-08-2014 12:44,31,M,india,TN,No,No,No,Never,,No,Yes,Yes,No,No,Yes,,Don't know,No,No,Some of them,Some of them,No,No,Don't know
27-08-2014 12:45,26,male,india,TN,No,Yes,No,Rarely,,No,Yes,Don't know,No,No,No,,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know
27-08-2014 12:46,33,F,india,TN,Yes,Yes,Yes,Sometimes,,No,Yes,No,Yes,Yes,Yes,,Very difficult,No,No,Some of them,Yes,No,Yes,Yes
27-08-2014 12:47,27,Woman,india,TN,Yes,Yes,No,NA,,Yes,Yes,No,Yes,No,No,,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes
27-08-2014 12:48,34,Male,india,TN,No,No,No,Never,,No,Yes,No,No,No,No,,Very easy,Maybe,No,Some of them,Some of them,No,Maybe,Don't know
27-08-2014 12:48,42,male,india,TN,No,No,No,NA,,No,Yes,No,Yes,No,No,,Very difficult,Maybe,No,Yes,Yes,No,Maybe,No
27-08-2014 12:48,23,male,india,TN,Yes,Yes,No,Sometimes,,No,Yes,No,No,No,No,,Very difficult,Yes,No,No,No,No,Maybe,No
27-08-2014 12:48,24,Male,india,TN,No,No,No,Rarely,,No,Yes,Don't know,Not sure,Yes,Don't know,,Very easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know
27-08-2014 12:48,26,Male,india,TN,No,No,Yes,Sometimes,,No,Yes,Yes,Yes,Don't know,Don't know,,Somewhat easy,No,No,Yes,Yes,No,No,Don't know
27-08-2014 12:48,31,Male,india,TN,Yes,No,Yes,Often,,No,Yes,Don't know,No,No,No,,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know
27-08-2014 12:49,22,M,India,TN,No,No,Yes,Never,,No,Yes,Don't know,Not sure,No,No,,Very difficult,Yes,Maybe,No,No,Maybe,Maybe,No
27-08-2014 12:49,23,Female,india,TN,No,No,No,NA,,No,Yes,Don't know,No,No,Don't know,,Don't know,Maybe,Maybe,Some of them,Yes,No,Maybe,Yes
27-08-2014 12:49,34,Female,india,TN,No,Yes,Yes,Sometimes,,No,No,Yes,Yes,Yes,No,,Somewhat easy,No,No,Some of them,Yes,No,No,No
27-08-2014 12:49,31,male,india,TN,No,No,No,Never,,No,Yes,Don't know,Not sure,No,Don't know,,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know
27-08-2014 12:50,28,Male,india,TN,No,No,No,NA,,No,No,No,Not sure,No,Yes,,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,Yes
27-08-2014 12:50,32,Female,india,TN,No,No,Yes,Often,,Yes,Yes,Yes,Not sure,Don't know,Don't know,,Very easy,No,No,Yes,Yes,No,No,Yes
27-08-2014 12:51,45,F,india,TN,No,No,Yes,Sometimes,,No,Yes,Yes,No,No,No,,Somewhat difficult,No,No,Yes,Yes,No,No,Yes
27-08-2014 12:51,33,Male,india,TN,No,No,No,NA,,Yes,Yes,Don't know,No,No,No,,Very easy,No,No,Yes,Yes,No,Maybe,Don't know
27-08-2014 12:51,29,male,india,TN,No,No,No,Never,,Yes,Yes,No,No,No,No,,Don't know,Maybe,Maybe,No,Yes,Maybe,Yes,No
27-08-2014 12:51,26,f,India,TN,Yes,No,No,Sometimes,,No,No,No,No,No,No,,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know
27-08-2014 12:51,28,Female,india,TN,No,No,No,Never,,No,Yes,Don't know,No,No,Don't know,,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Don't know
27-08-2014 12:51,45,M,india,TN,No,No,Yes,Sometimes,,No,Yes,Don't know,Not sure,Don't know,Don't know,,Don't know,Yes,Yes,Some of them,Some of them,No,No,Don't know
27-08-2014 12:52,43,Male,india,TN,No,Yes,Yes,Often,,Yes,Yes,Yes,Not sure,No,Don't know,,Very difficult,Yes,Maybe,No,No,No,No,No
27-08-2014 12:52,37,male,india,TN,No,No,No,NA,,Yes,Yes,Yes,No,No,No,,Don't know,Yes,No,Some of them,No,Maybe,Yes,No
27-08-2014 12:52,24,Male,india,TN,No,No,No,Sometimes,,No,Yes,Don't know,No,No,Don't know,,Somewhat easy,Maybe,No,Some of them,Yes,Maybe,Yes,Yes
27-08-2014 12:53,26,Male,india,TN,No,No,No,NA,,Yes,Yes,No,Yes,No,No,,Somewhat easy,No,No,Some of them,No,No,Maybe,Yes
27-08-2014 12:53,23,male,india,TN,No,Yes,No,NA,,Yes,Yes,Don't know,No,No,No,,Don't know,No,No,Some of them,Yes,Maybe,Yes,Don't know
27-08-2014 12:53,35,Female,india,TN,No,Yes,Yes,Never,,No,Yes,Yes,Not sure,Don't know,No,,Somewhat easy,Maybe,No,No,No,No,No,Don't know
27-08-2014 12:53,38,Female,india,TN,Yes,Yes,Yes,Often,,Yes,Yes,No,Yes,No,No,,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know
27-08-2014 12:53,28,Male,india,TN,No,Yes,Yes,Sometimes,,No,Yes,Yes,No,No,No,,Somewhat easy,Maybe,Maybe,Some of them,No,No,Maybe,No
27-08-2014 12:54,28,Male,india,TN,No,No,No,Sometimes,,No,Yes,No,No,No,No,,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know
27-08-2014 12:54,35,Male,india,TN,No,No,Yes,Rarely,,No,Yes,No,No,No,No,,Don't know,No,No,Some of them,Yes,No,No,Don't know
27-08-2014 12:54,32,female,india,TN,No,No,No,Sometimes,,No,Yes,No,No,No,No,,Very difficult,Yes,Yes,Some of them,No,No,No,No
27-08-2014 12:54,31,Mal,india,TN,Yes,Yes,No,Never,,No,Yes,No,No,No,No,,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know
27-08-2014 12:55,35,Female,india,TN,No,No,No,Never,,Yes,Yes,Don't know,Not sure,No,No,,Don't know,Maybe,Maybe,Some of them,No,No,No,Don't know
27-08-2014 12:55,26,Male,india,TN,No,No,No,Rarely,,No,Yes,Yes,No,No,No,,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No
27-08-2014 12:56,27,Male,india,TN,No,Yes,No,NA,,Yes,Yes,Yes,Yes,No,No,,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,Yes
27-08-2014 12:56,28,Male,india,TN,No,Yes,Yes,Sometimes,,No,Yes,Don't know,No,No,No,,Don't know,Maybe,Maybe,Some of them,No,No,Maybe,Don't know
27-08-2014 12:57,27,Female,india,TN,No,Yes,Yes,Sometimes,,No,Yes,Yes,No,No,No,,Very easy,No,No,Some of them,Some of them,No,No,Yes
27-08-2014 12:57,34,female,india,TN,No,No,Yes,Sometimes,,No,No,Yes,Yes,Yes,Yes,,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes
27-08-2014 12:58,41,male,india,TN,No,No,Yes,Often,,Yes,Yes,No,Not sure,No,No,,Very difficult,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know
27-08-2014 12:58,37,Male,india,TN,No,No,No,Sometimes,,No,Yes,No,Yes,No,No,,Very difficult,Yes,No,No,No,No,Yes,Don't know
27-08-2014 13:00,34,male,india,TN,No,Yes,No,NA,,Yes,Yes,Don't know,No,Don't know,Don't know,,Very easy,No,No,Yes,Yes,No,No,Yes
27-08-2014 13:02,32,Male,india,TN,No,Yes,Yes,Sometimes,,Yes,Yes,Don't know,Not sure,No,No,,Somewhat difficult,Yes,Maybe,No,No,No,No,No
27-08-2014 13:03,21,Male,india,TN,No,No,Yes,Sometimes,,Yes,Yes,No,Yes,No,No,,Somewhat difficult,No,No,Some of them,Some of them,Maybe,Maybe,Yes
27-08-2014 13:04,30,M,india,TN,No,No,Yes,Often,,No,Yes,No,Yes,No,No,,Somewhat easy,Maybe,No,Yes,Yes,No,Maybe,Don't know
27-08-2014 13:04,24,male,india,TN,No,No,No,Never,,No,Yes,Don't know,Not sure,No,Don't know,,Don't know,No,No,Some of them,Yes,No,No,Don't know
27-08-2014 13:05,26,male,india,TN,No,No,No,NA,,No,Yes,No,No,No,No,,Very easy,Yes,Maybe,No,No,No,Maybe,Don't know
27-08-2014 13:06,40,Female,india,TN,No,No,No,NA,,No,Yes,Yes,Yes,Yes,Yes,,Somewhat easy,No,No,Some of them,Yes,No,No,Yes
27-08-2014 13:06,37,Male,india,TN,No,Yes,No,Sometimes,,No,No,No,No,No,No,,Don't know,Yes,Maybe,Some of them,Yes,No,Maybe,Don't know
27-08-2014 13:07,26,Male,india,TN,Yes,No,Yes,Often,,Yes,Yes,No,No,No,No,,Don't know,Yes,No,No,No,No,Maybe,Don't know
27-08-2014 13:07,32,F,india,TN,No,Yes,Yes,Sometimes,,No,Yes,Don't know,No,No,No,,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,No
27-08-2014 13:07,32,f,india,TN,No,No,Yes,Sometimes,,No,No,Yes,Yes,Don't know,Don't know,,Very easy,No,No,Yes,Yes,No,Yes,Yes
27-08-2014 13:07,27,female,india,TN,Yes,Yes,Yes,Sometimes,,Yes,Yes,No,No,Don't know,Don't know,,Very difficult,No,No,Some of them,No,No,No,Don't know
27-08-2014 13:08,30,Male,india,TN,Yes,No,Yes,Often,,Yes,Yes,Yes,Yes,No,No,,Very difficult,No,No,Some of them,Yes,Maybe,Yes,Yes
27-08-2014 13:09,31,M,india,TN,Yes,No,No,NA,,No,Yes,Yes,Yes,No,Don't know,,Very easy,No,No,Some of them,Some of them,No,No,Yes
27-08-2014 13:09,29,F,india,TN,No,No,Yes,Never,,No,No,Yes,No,No,Don't know,,Somewhat difficult,Maybe,No,Some of them,No,No,No,Don't know
27-08-2014 13:09,41,Male (CIS),india,TN,No,No,No,NA,,No,Yes,Yes,Not sure,No,No,,Very easy,Yes,No,No,Some of them,No,No,Don't know
27-08-2014 13:12,34,female,india,TN,No,No,No,NA,,No,Yes,Yes,No,No,No,,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes
27-08-2014 13:12,33,Male,India,TN,No,No,No,NA,,No,Yes,Don't know,No,No,No,,Don't know,No,No,Yes,Yes,Yes,Yes,Don't know
27-08-2014 13:14,28,male,india,TN,No,No,No,Rarely,,No,Yes,Don't know,No,No,No,,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know
27-08-2014 13:15,28,Male,india,TN,No,No,Yes,Sometimes,,No,Yes,No,Yes,No,No,,Very difficult,Yes,No,No,Some of them,No,No,No
27-08-2014 13:15,23,Male,india,TN,No,No,No,Never,,No,Yes,Don't know,Not sure,Don't know,Don't know,,Don't know,No,No,No,Yes,No,Yes,Yes
27-08-2014 13:18,24,M,india,TN,No,No,No,NA,,No,Yes,Don't know,No,Don't know,No,,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes
27-08-2014 13:18,32,male,india,TN,No,No,No,Rarely,,Yes,Yes,No,Yes,No,No,,Very difficult,No,No,Some of them,Yes,No,Maybe,Yes
27-08-2014 13:19,34,Male,india,TN,Yes,No,No,Sometimes,,Yes,Yes,Don't know,Not sure,Yes,Yes,,Somewhat difficult,Yes,Yes,No,No,No,Maybe,Yes
27-08-2014 13:21,24,Male,india,TN,No,No,No,Never,,No,Yes,Yes,Not sure,No,Don't know,,Very easy,Maybe,No,Some of them,No,Maybe,Maybe,Yes
27-08-2014 13:22,26,male,india,TN,Yes,No,Yes,Sometimes,,No,Yes,No,Yes,No,No,,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Yes
27-08-2014 13:22,36,Male,india,TN,No,No,Yes,Sometimes,,No,Yes,Yes,No,No,Yes,,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know
27-08-2014 13:23,41,Male,india,TN,No,No,Yes,Rarely,,Yes,Yes,Yes,Yes,No,Don't know,,Don't know,Maybe,Maybe,Some of them,No,Maybe,Maybe,No
27-08-2014 13:24,38,Male,india,TN,No,No,Yes,Sometimes,,No,No,Don't know,Not sure,Don't know,Don't know,,Very difficult,Yes,No,No,No,No,Maybe,No
27-08-2014 13:24,38,Male,india,TN,No,No,No,Sometimes,,Yes,Yes,Don't know,Not sure,No,Don't know,,Don't know,Maybe,Maybe,Some of them,Yes,No,Maybe,No
27-08-2014 13:26,30,male,india,TN,No,No,No,NA,,No,Yes,Don't know,No,Don't know,Don't know,,Somewhat easy,No,No,Some of them,Some of them,No,No,Yes
27-08-2014 13:26,25,Male,india,AP,No,No,No,Never,,No,Yes,No,No,No,No,,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,No
27-08-2014 13:27,37,Male,india,AP,No,Yes,Yes,Often,,No,Yes,Yes,Yes,No,Don't know,,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know
27-08-2014 13:29,34,Male,india,AP,No,Yes,No,NA,,No,Yes,No,No,No,No,,Somewhat difficult,No,No,Some of them,Yes,No,Yes,No
27-08-2014 13:29,37,F,india,AP,No,Yes,Yes,Sometimes,,No,No,Yes,Yes,Yes,Yes,,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes
27-08-2014 13:31,28,Female,india,AP,No,Yes,Yes,Sometimes,,No,No,Yes,Yes,Yes,Yes,,Don't know,No,No,Some of them,Yes,No,No,No
27-08-2014 13:31,22,Male,india,AP,No,No,No,NA,,No,Yes,Don't know,No,No,No,,Don't know,No,No,Some of them,Yes,Maybe,Maybe,No
27-08-2014 13:32,34,male,india,AP,No,Yes,Yes,Sometimes,,No,Yes,No,No,No,No,,Somewhat difficult,Maybe,No,Some of them,Some of them,No,Maybe,No
27-08-2014 13:32,33,M,india,AP,No,Yes,Yes,Sometimes,,No,Yes,Yes,Yes,Yes,Yes,,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know
27-08-2014 13:33,25,Male,india,AP,No,No,No,NA,,No,Yes,No,No,No,No,,Somewhat difficult,Maybe,No,Some of them,Yes,No,Yes,No
27-08-2014 13:34,27,Male,india,AP,No,No,No,Never,,Yes,Yes,Yes,Yes,Don't know,Don't know,,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes
27-08-2014 13:35,40,M,india,AP,No,No,Yes,Sometimes,,Yes,Yes,Yes,Yes,Yes,Yes,,Don't know,Yes,Maybe,No,No,No,Maybe,No
27-08-2014 13:35,21,Male,india,AP,No,No,Yes,Often,,No,No,Don't know,No,No,Don't know,,Don't know,Maybe,No,No,No,No,Maybe,Don't know
27-08-2014 13:37,29,Male,india,AP,No,No,No,NA,,No,No,No,No,No,No,,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes
27-08-2014 13:37,32,M,india,AP,No,Yes,Yes,Sometimes,,Yes,Yes,No,No,No,No,,Don't know,Maybe,No,Yes,Yes,No,Yes,Don't know
27-08-2014 13:38,29,f,india,AP,No,Yes,Yes,Rarely,,Yes,No,Yes,Yes,Yes,Don't know,,Don't know,Maybe,No,Some of them,No,Maybe,Yes,Don't know
27-08-2014 13:39,23,Male,india,AP,No,Yes,Yes,Sometimes,,Yes,No,Don't know,No,No,Don't know,,Somewhat easy,Maybe,No,Some of them,Some of them,No,Yes,Yes
27-08-2014 13:40,28,Male,india,AP,No,Yes,No,NA,,No,Yes,Yes,No,No,Don't know,,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes
27-08-2014 13:42,31,male,india,AP,No,Yes,Yes,Rarely,,Yes,Yes,Yes,Yes,Yes,Don't know,,Very easy,No,No,Some of them,Yes,No,Maybe,Yes
27-08-2014 13:44,27,Male,india,AP,No,No,No,NA,,No,No,Don't know,Not sure,Don't know,Don't know,,Very easy,Maybe,Maybe,Yes,Yes,No,No,Don't know
27-08-2014 13:44,24,Male,india,AP,No,No,No,Sometimes,,No,Yes,Don't know,No,Don't know,Don't know,,Don't know,No,No,Yes,Yes,Maybe,Maybe,Don't know
27-08-2014 13:46,29,Male,india,AP,No,No,No,Often,,No,Yes,No,No,No,No,,Somewhat difficult,Yes,No,No,No,No,Maybe,Don't know
27-08-2014 13:47,23,Female,india,AP,No,No,Yes,Sometimes,,No,Yes,Don't know,Not sure,Don't know,Don't know,,Don't know,Maybe,Maybe,Some of them,Some of them,No,Maybe,Yes
27-08-2014 13:47,42,Male,india,AP,No,No,No,Never,,Yes,Yes,No,Yes,No,Yes,,Somewhat easy,No,No,Some of them,Yes,No,No,Yes
27-08-2014 13:48,24,Male,india,AP,No,No,No,NA,,No,Yes,No,No,No,No,,Don't know,Yes,No,Some of them,Some of them,No,Yes,No
27-08-2014 13:49,25,Male,india,AP,No,Yes,Yes,Often,,No,Yes,No,Yes,No,No,,Very difficult,Yes,Maybe,No,No,No,Yes,No
27-08-2014 13:49,27,Female,india,AP,No,No,Yes,Rarely,,No,Yes,Yes,No,No,No,,Don't know,Maybe,Maybe,Yes,No,No,Maybe,Don't know
27-08-2014 13:52,27,Male,india,AP,No,No,No,Sometimes,,Yes,Yes,No,Yes,No,No,,Very difficult,Yes,Yes,Some of them,Some of them,No,Maybe,No
27-08-2014 13:52,30,Male,india,AP,No,No,Yes,Sometimes,,Yes,Yes,Yes,Yes,No,Yes,,Don't know,No,No,Yes,Yes,Maybe,No,Yes
27-08-2014 13:53,29,male,india,AP,No,Yes,Yes,Rarely,,No,Yes,No,Yes,No,No,,Very difficult,Maybe,No,Some of them,Some of them,No,Yes,No
27-08-2014 13:53,43,Male,india,AP,Yes,No,No,NA,,Yes,Yes,No,Not sure,No,No,,Somewhat easy,Maybe,No,Yes,Yes,Yes,Yes,Don't know
27-08-2014 13:53,32,male,india,AP,No,No,No,NA,,No,Yes,No,Yes,No,Don't know,,Very easy,No,No,Some of them,Yes,No,Maybe,Don't know
27-08-2014 13:54,41,Male,india,AP,No,No,Yes,Sometimes,,Yes,Yes,Yes,Yes,Don't know,No,,Very easy,No,No,Yes,Yes,Yes,Yes,Yes
27-08-2014 13:54,32,Male,india,AP,Yes,Yes,Yes,Sometimes,,Yes,Yes,Don't know,Not sure,Don't know,Don't know,,Very easy,Maybe,Maybe,Yes,Some of them,Maybe,Maybe,Don't know
27-08-2014 13:55,37,Female,india,AP,No,Yes,Yes,Often,,No,Yes,Yes,Yes,No,No,,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know
27-08-2014 13:55,32,Male,india,AP,No,No,No,Never,,Yes,Yes,No,No,No,No,,Very easy,No,No,Yes,Yes,No,No,Don't know
27-08-2014 13:55,30,Male,india,AP,Yes,No,No,Sometimes,,Yes,Yes,No,No,No,No,,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No
27-08-2014 13:56,23,female,india,AP,No,Yes,Yes,Never,,No,No,Yes,No,Don't know,Don't know,,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Yes
27-08-2014 13:56,30,Male,india,AP,No,No,No,NA,,No,Yes,Yes,Yes,Yes,Yes,,Very easy,No,No,Some of them,Yes,No,No,Yes
27-08-2014 13:59,34,male,india,AP,No,No,No,Sometimes,,No,Yes,No,Yes,No,No,,Somewhat easy,Maybe,Maybe,Yes,Some of them,No,No,Don't know
27-08-2014 13:59,38,Male,india,AP,No,No,Yes,Rarely,,Yes,Yes,Yes,No,No,No,,Don't know,Yes,No,No,No,No,Maybe,No
27-08-2014 14:01,33,Male,india,AP,No,No,No,NA,,No,Yes,Yes,No,Yes,Yes,,Don't know,No,No,Some of them,Yes,No,No,Don't know
27-08-2014 14:01,34,male,india,AP,No,No,No,NA,,No,No,Yes,No,No,No,,Don't know,Maybe,No,Some of them,No,No,No,Don't know
27-08-2014 14:01,28,male,india,AP,No,No,No,Sometimes,,No,Yes,No,Yes,No,No,,Somewhat easy,Maybe,Maybe,No,Some of them,No,No,Don't know
27-08-2014 14:03,28,male,india,AP,No,No,Yes,Rarely,,No,No,Yes,Yes,Yes,Don't know,,Very easy,Maybe,No,Some of them,Some of them,No,No,Yes
27-08-2014 14:03,23,Male,india,AP,No,Yes,No,Sometimes,,No,Yes,Don't know,No,No,Don't know,,Don't know,Maybe,No,Some of them,No,No,Maybe,No
27-08-2014 14:03,22,Male,india,AP,Yes,Yes,Yes,Sometimes,,Yes,Yes,Don't know,Not sure,Yes,Yes,,Somewhat easy,Maybe,No,Some of them,Yes,No,Yes,No
27-08-2014 14:06,27,male,india,AP,No,No,No,Never,,No,Yes,No,No,No,No,,Don't know,Yes,No,No,No,No,Maybe,Don't know
27-08-2014 14:10,18,male,india,AP,No,No,Yes,Sometimes,,No,Yes,Don't know,No,No,Don't know,,Don't know,Yes,No,No,No,No,Maybe,Don't know
27-08-2014 14:10,35,male,india,AP,No,Yes,Yes,Sometimes,,No,Yes,Yes,Yes,No,No,,Somewhat difficult,Yes,No,No,Some of them,No,Maybe,Don't know
27-08-2014 14:10,25,Male,india,AP,No,No,No,NA,,No,No,Don't know,Not sure,No,No,,Don't know,No,No,Some of them,Some of them,No,Yes,No
27-08-2014 14:11,27,Male,india,AP,No,Yes,Yes,Sometimes,,No,Yes,No,No,No,No,,Somewhat easy,Maybe,Maybe,Yes,Yes,Yes,Yes,Yes
27-08-2014 14:11,26,Female,india,AP,No,Yes,Yes,Rarely,,No,Yes,Yes,Not sure,Don't know,Don't know,,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know
27-08-2014 14:11,18,Male,india,AP,No,No,No,Never,,No,Yes,Don't know,Not sure,Don't know,Don't know,,Very easy,No,No,Some of them,Some of them,No,Maybe,Yes
27-08-2014 14:13,38,Female,india,AP,No,No,Yes,Sometimes,,No,Yes,No,Yes,No,No,,Don't know,No,Maybe,Some of them,No,No,No,Don't know
27-08-2014 14:13,26,Female,india,AP,No,Yes,Yes,Rarely,,Yes,Yes,Yes,Yes,Yes,Don't know,,Somewhat easy,Maybe,No,Some of them,No,No,No,Don't know
27-08-2014 14:13,30,Male,india,AP,Yes,No,No,Never,,No,Yes,No,No,No,No,,Somewhat easy,No,No,Yes,Yes,No,No,Yes
27-08-2014 14:14,35,male,india,AP,No,No,No,Never,,No,Yes,Don't know,No,No,Don't know,,Don't know,Yes,Maybe,Some of them,Some of them,No,No,Don't know
27-08-2014 14:15,45,male,india,AP,No,Yes,Yes,Sometimes,,No,Yes,Yes,Yes,Don't know,Don't know,,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know
27-08-2014 14:15,32,Male,india,AP,No,No,No,Never,,No,Yes,Yes,No,No,Don't know,,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know
27-08-2014 14:15,56,Male,india,AP,No,No,Yes,Never,,No,Yes,Yes,Not sure,Don't know,Don't know,,Don't know,No,Maybe,Yes,Some of them,No,Maybe,Don't know
27-08-2014 14:16,24,Female,india,AP,No,No,No,NA,,No,Yes,Don't know,Not sure,No,Don't know,,Don't know,Maybe,Maybe,Some of them,No,No,Maybe,No
27-08-2014 14:18,30,F,india,AP,No,Yes,Yes,Sometimes,,No,Yes,Yes,Yes,Yes,Don't know,,Very easy,No,No,Yes,Yes,No,Yes,Yes
27-08-2014 14:18,60,male,india,AP,No,No,No,NA,,No,Yes,Yes,No,Don't know,Yes,,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Yes
27-08-2014 14:18,33,Male,india,AP,No,Yes,Yes,Sometimes,,No,Yes,Yes,No,Yes,Yes,,Don't know,Yes,No,No,No,No,Maybe,Don't know
27-08-2014 14:19,37,M,india,AP,No,No,No,Never,,No,Yes,Yes,Yes,Yes,Yes,,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know
27-08-2014 14:19,23,Female,india,AP,No,No,Yes,Sometimes,,No,Yes,Yes,Yes,Yes,Yes,,Don't know,No,No,Some of them,Some of them,No,No,Yes
27-08-2014 14:20,31,f,india,AP,No,No,Yes,Sometimes,,No,Yes,Yes,Not sure,Don't know,Don't know,,Somewhat easy,No,No,Yes,Yes,No,No,Yes
27-08-2014 14:20,26,Male,india,AP,No,No,No,Rarely,,No,Yes,Yes,Not sure,No,Don't know,,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know
27-08-2014 14:21,28,female,india,AP,No,Yes,Yes,Often,,Yes,No,Yes,Yes,Yes,Yes,,Somewhat easy,Yes,No,Some of them,Yes,No,No,Yes
27-08-2014 14:21,37,F,india,AP,No,No,Yes,Rarely,,No,Yes,Yes,Yes,Don't know,Yes,,Somewhat easy,No,No,Some of them,Yes,No,No,Yes
27-08-2014 14:22,26,male,india,AP,No,Yes,Yes,Often,,No,Yes,Yes,No,No,Don't know,,Don't know,Maybe,No,Some of them,Some of them,Maybe,Maybe,Yes
27-08-2014 14:22,30,f,india,AP,No,Yes,Yes,Rarely,,No,Yes,Yes,Not sure,No,No,,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Don't know
27-08-2014 14:22,26,M,india,AP,No,No,No,NA,,No,Yes,No,No,No,No,,Don't know,No,No,Some of them,Some of them,No,No,Don't know
27-08-2014 14:22,25,Male,india,TN,No,No,No,NA,,Yes,Yes,Don't know,Not sure,No,Don't know,,Don't know,No,No,Some of them,Yes,No,No,Don't know
27-08-2014 14:23,27,Male,india,TN,No,No,No,Sometimes,,No,Yes,Yes,Not sure,Yes,Yes,,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know
27-08-2014 14:23,25,Male,india,TN,No,No,Yes,Often,,Yes,No,Don't know,No,No,Don't know,,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,Don't know
27-08-2014 14:24,35,male,india,TN,No,No,Yes,Rarely,,No,Yes,Yes,Not sure,Don't know,Yes,,Don't know,No,No,Some of them,Yes,No,No,Don't know
27-08-2014 14:25,36,Male,india,TN,Yes,No,Yes,Never,,No,Yes,No,Yes,No,No,,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes
27-08-2014 14:25,26,Male,india,TN,No,Yes,Yes,Sometimes,,No,Yes,Yes,Not sure,No,Don't know,,Don't know,Yes,No,No,No,No,No,No
27-08-2014 14:26,27,Male,india,TN,No,Yes,No,NA,,No,Yes,Don't know,No,Don't know,Don't know,,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes
27-08-2014 14:27,30,male,india,TN,No,No,No,NA,,No,No,Don't know,Not sure,No,Don't know,,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know
27-08-2014 14:27,29,M,india,TN,No,No,No,NA,,No,No,Don't know,Not sure,No,Don't know,,Don't know,Maybe,No,No,No,No,Maybe,Don't know
27-08-2014 14:27,25,Male,india,TN,No,No,No,Never,,No,No,Yes,Yes,Yes,Yes,,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes
27-08-2014 14:27,22,Female,india,TN,No,Yes,Yes,Often,,No,Yes,Yes,Yes,Yes,Yes,,Somewhat easy,Maybe,No,No,Some of them,No,No,Yes
27-08-2014 14:28,29,male,india,TN,No,No,No,NA,,No,Yes,No,Yes,No,No,,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know
27-08-2014 14:28,41,Male,india,TN,No,Yes,Yes,Rarely,,Yes,Yes,Yes,Yes,Don't know,Yes,,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes
27-08-2014 14:28,29,Male,india,TN,No,No,Yes,Sometimes,,No,Yes,Yes,No,No,Don't know,,Don't know,Yes,No,Some of them,Some of them,No,Maybe,No
27-08-2014 14:28,32,Male,india,TN,No,No,No,Never,,No,Yes,Yes,Not sure,Don't know,Yes,,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes
